/ˈeɪ/, /ə/	a
/ɛkstɹˈævəɡənt/	extravagant
/ɛkstɹˈævəɡəntli/	extravagantly
/ɛkstɹˌævəɡˈænzɐ/	extravaganza
/ɛkstɹˌævəɡˈænzəz/	extravaganzas
/ˌɛkstɹəvˈɜːʃən/	extraversion
/ɛkstɹˈiːm/	extreme
/ɛkstɹˈiːmli/	extremely
/ɛkstɹˈiːmnəs/	extremeness
/ɛkstɹˈiːmz/	extremes
/ɛkstɹˈɛməst/	extremest
/ɛkstɹˈiːmɪzəm/	extremism
/ɛkstɹˈiːmɪst/	extremist
/ɛkstɹˈiːmɪsts/	extremists
/ɛkstɹˈɛmɪtiz/	extremities
/ɛkstɹˈɛmɪti/	extremity
/ɛkstɹˈɪkəbəl/	extricable
/ˈɛkstɹɪkˌeɪtɪd/	extricated
/ˈɛkstɹɪkˌeɪt/	extricate
/ˈɛkstɹɪkˌeɪtɪŋ/	extricating
/ɛkstɹɪkˈeɪʃən/	extrication
/ɛkstɹˈɪnzɪk/	extrinsic
/ˌɛkstɹəvˈɜːʃən/	extroversion
/ˈɛkstɹəvˌɜːtɪd/	extroverted
/ˈɛkstɹəvˌɜːt/	extrovert
/ˈɛkstɹəvˌɜːts/	extroverts
/ɛkstɹˈuːdɪd/	extruded
/ɛkstɹˈuːd/	extrude
/ɛkstɹˈuːdɐ/	extruder
/ɛkstɹˈuːʒən/	extrusion
/ɛkstɹˈuːʒənz/	extrusions
/ɛɡzjˈuːbəɹəns/	exuberance
/ɛɡzjˈuːbəɹənt/	exuberant
/ɛɡzjˈuːbəɹəntli/	exuberantly
/ɛɡzjˈuːdɪd/	exuded
/ɛɡzjˈuːd/	exude
/ɛɡzjˈuːdz/	exudes
/ɛɡzjˈuːdɪŋ/	exuding
/ɛɡzˈʌltənt/	exultant
/ɛɡzˈʌltəntli/	exultantly
/ɛɡzəltˈeɪʃən/	exultation
/ɛɡzˈʌltɪd/	exulted
/ɛɡzˈʌlt/	exult
/ˈaɪ/	eye
/ˈaɪbɔːl/	eyeball
/ˈaɪbəld/	eyeballed
/ˈaɪbɔːlɪŋ/	eyeballing
/ˈaɪbɔːlz/	eyeballs
/ˈaɪbɹaɪt/	eyebright
/ˈaɪbɹaʊ/	eyebrow
/ˈaɪbɹaʊz/	eyebrows
/ˈaɪd/	eyed
/ˈaɪfəl/	eyeful
/ˈaɪfəlz/	eyefuls
/ˈaɪɡlɑːs/	eyeglass
/ˈaɪɡlɑːsɪz/	eyeglasses
/ˈaɪɪŋ/	eyeing
/ˈaɪlæʃ/	eyelash
/ˈaɪlæʃɪz/	eyelashes
/ˈaɪləs/	eyeless
/ˈaɪlət/	eyelet
/ˈaɪləts/	eyelets
/ˈaɪlɪd/	eyelid
/ˈaɪlɪdz/	eyelids
/ˈaɪlaɪnɐ/	eyeliner
/ˈaɪpiːs/	eyepiece
/ˈaɪpiːsɪz/	eyepieces
/ˈaɪz/	eyes
/ˈaɪʃɐdˌəʊ/	eyeshadow
/ˈaɪʃɒt/	eyeshot
/ˈaɪsaɪt/	eyesight
/ˈaɪsɔː/	eyesore
/ˈaɪsɔːz/	eyesores
/ˈaɪspɒt/	eyespot
/ˈaɪspɒts/	eyespots
/ˈaɪstɔːk/	eyestalk
/ˈaɪstɹeɪn/	eyestrain
/ˈaɪtiːθ/	eyeteeth
/ˈaɪtuːθ/	eyetooth
/ˈaɪwɒʃ/	eyewash
/ˈaɪwɪtnəs/	eyewitness
/ˈaɪwɪtnəsɪz/	eyewitnesses
/ˈaɪɪŋ/	eying
/ˈaɪɐ/	eyre
/ˈiəɹi/	eyrie
/fˈæb/	fab
/fˈeɪbəld/	fabled
/fˈeɪbəl/	fable
/fˈeɪbəlz/	fables
/fˈæbɹɪkənt/	fabricant
/fˈæbɹɪkˌeɪtɪd/	fabricated
/fˈæbɹɪkˌeɪt/	fabricate
/fˈæbɹɪkˌeɪtɪŋ/	fabricating
/fˌæbɹɪkˈeɪʃən/	fabrication
/fˌæbɹɪkˈeɪʃənz/	fabrications
/fˈæbɹɪkˌeɪtɐ/	fabricator
/fˈæbɹɪkˌeɪtəz/	fabricators
/fˈæbɹɪk/	fabric
/fˈæbɹɪks/	fabrics
/fˈæbjʊlˌɪst/	fabulist
/fˈæbjʊləs/	fabulous
/fˈæbjʊləsli/	fabulously
/fˈæbjʊləsnəs/	fabulousness
/fəsˈɑːd/	facade
/fəsˈɑːdz/	facades
/fˈeɪsklɒθ/	facecloth
/fˈeɪsd/	faced
/fˈeɪsdaʊn/	facedown
/fˈeɪs/	face
/fˈeɪsləs/	faceless
/fˈeɪslɪft/	facelift
/fˈeɪslɪfts/	facelifts
/fˈeɪsɪz/	faces
/fˈæsɛtɪd/	faceted
/fˈæsɛt/	facet
/fˈæsɛtɪŋ/	faceting
/fɐsˈiːʃəs/	facetious
/fɐsˈiːʃəsli/	facetiously
/fɐsˈiːʃəsnəs/	facetiousness
/fˈæsɛts/	facets
/fˈæsɛtɪd/	facetted
/fˈeɪʃɐ/	facia
/fˈeɪʃəl/	facial
/fˈeɪʃəlˌi/	facially
/fˈeɪʃəlz/	facials
/fˈæsaɪl/	facile
/fəsˈɪlɪtˌeɪtɪd/	facilitated
/fəsˈɪlɪtˌeɪt/	facilitate
/fəsˈɪlɪtˌeɪts/	facilitates
/fəsˈɪlɪtˌeɪtɪŋ/	facilitating
/fəsˌɪlɪtˈeɪʃən/	facilitation
/fəsˈɪlɪtˌeɪtɐ/	facilitator
/fəsˈɪlɪtˌeɪtəz/	facilitators
/fəsˈɪlɪtiz/	facilities
/fəsˈɪlɪti/	facility
/fˈeɪsɪŋ/	facing
/fˈeɪsɪŋz/	facings
/fæksˈɪmɪlˌi/	facsimile
/fæksˈɪmɪlˌɪz/	facsimiles
/fˈækt/	fact
/fˈækʃənəl/	factional
/fˈækʃənəlˌɪzəm/	factionalism
/fˈækʃən/	faction
/fˈækʃənz/	factions
/fˈækʃəs/	factious
/fæktˈɪʃəs/	factitious
/fˈæktɔɪd/	factoid
/fˈæktɔɪdz/	factoids
/fˈæktəd/	factored
/fˈæktɐ/	factor
/fæktˈɔːɹɪəl/	factorial
/fˈæktəɹˌiz/	factories
/fˈæktəɹɪŋ/	factoring
/fˌæktɔːɹaɪzˈeɪʃən/	factorisation
/fˈæktɔːɹˌaɪz/	factorise
/fˈæktɔːɹˌaɪzɪŋ/	factorising
/fˈæktəz/	factors
/fˈæktəɹˌi/	factory
/fˈæktɒtəm/	factotum
/fˈækts/	facts
/fˈæktʃuːəl/	factual
/fˈæktʃuːəli/	factually
/fˈæktʃɐ/	facture
/fˈækəltˌiz/	faculties
/fˈækəltˌi/	faculty
/fˈædɪʃ/	faddish
/fˈædi/	faddy
/fˈeɪdɪd/	faded
/fˈeɪd/	fade
/fˈeɪdɐ/	fader
/fˈeɪdz/	fades
/fˈæd/	fad
/fˈædʒ/	fadge
/fˈeɪdɪŋ/	fading
/fˈɑːdəʊ/	fado
/fˈædz/	fads
/fˈiːkəl/	faecal
/fˈiːsiːz/	faeces
/fˈeəɹi/	faerie
/fˈeəɹɪz/	faeries
/fˈeəɹi/	faery
/fˈɑː/	fa
/fˈæft/	faffed
/fˈæf/	faff
/fˈæfɪŋ/	faffing
/fˈæɡ/	fag
/fˈæɡd/	fagged
/fˈæɡɪŋ/	fagging
/fˈæɡət/	faggot
/fˈæɡəts/	faggots
/fˈæɡz/	fags
/fˈeɪld/	failed
/fˈeɪl/	fail
/fˈeɪlɪŋ/	failing
/fˈeɪlɪŋz/	failings
/fˈeɪlz/	fails
/fˈeɪliə/	failure
/fˈeɪliəz/	failures
/fˈeɪn/	fain
/fˈeɪntɪd/	fainted
/fˈeɪntɐ/	fainter
/fˈeɪntəst/	faintest
/fˈeɪnt/	faint
/fˈeɪnthɑːtɪd/	fainthearted
/fˈeɪntɪŋ/	fainting
/fˈeɪntli/	faintly
/fˈeɪntnəs/	faintness
/fˈeɪnts/	faints
/fˈeəɹɐ/	fairer
/fˈeəɹəst/	fairest
/fˈeə/	fair
/fˈeəɡɹaʊnd/	fairground
/fˈeəɡɹaʊndz/	fairgrounds
/fˈeəɹɪz/	fairies
/fˈeəɹɪŋ/	fairing
/fˈeəɹɪŋz/	fairings
/fˈeəli/	fairly
/fˈeənəs/	fairness
/fˈeəz/	fairs
/fˈeəweɪ/	fairway
/fˈeəweɪz/	fairways
/fˈeəɹi/	fairy
/fˈeəɹɪlˌænd/	fairyland
/fˈeəɹɪtˌeɪl/	fairytale
/fˈeəɹɪtˌeɪlz/	fairytales
/fˈeɪθ/	faith
/fˈeɪθfəl/	faithful
/fˈeɪθfəli/	faithfully
/fˈeɪθfəlnəs/	faithfulness
/fˈeɪθfəlz/	faithfuls
/fˈeɪθləs/	faithless
/fˈeɪθləsnəs/	faithlessness
/fˈeɪθs/	faiths
/fɐhˈiːtɐ/	fajita
/fɐhˈiːtəz/	fajitas
/fˈeɪkt/	faked
/fˈeɪk/	fake
/fˈeɪkɐ/	faker
/fˈeɪkəz/	fakers
/fˈeɪkəɹi/	fakery
/fˈeɪks/	fakes
/fˈeɪkɪŋ/	faking
/fˈækiə/	fakir
/fˈækiəz/	fakirs
/fˈæleɪfəl/	falafel
/fˈæleɪfəlz/	falafels
/fˈælkənɐ/	falconer
/fˈælkənəz/	falconers
/fˈælkən/	falcon
/fˈælkɒnɹi/	falconry
/fˈælkənz/	falcons
/fˈæləsɪz/	fallacies
/fælˈeɪʃəs/	fallacious
/fˈæləsi/	fallacy
/fˈɔːlbæk/	fallback
/fˈɔːlən/	fallen
/fˈɔːlɐ/	faller
/fˈɔːləz/	fallers
/fˈɔːl/	fall
/fˌælɪbˈɪlɪti/	fallibility
/fˈæləbəl/	fallible
/fˈɔːlɪŋ/	falling
/fˈɔːlɒf/	falloff
/fˈɔːlaʊt/	fallout
/fˈæləʊd/	fallowed
/fˈæləʊ/	fallow
/fˈæləʊz/	fallows
/fˈɔːlz/	falls
/fˈɒls/	false
/fˈɒlshʊd/	falsehood
/fˈɒlshʊdz/	falsehoods
/fˈɒlsli/	falsely
/fˈɒlsnəs/	falseness
/fɒlsˈɛtəʊ/	falsetto
/fˈɒlsɪz/	falsies
/fˌɒlsɪfˌaɪəbˈɪlɪti/	falsifiability
/fˌɒlsɪfɪkˈeɪʃən/	falsification
/fˌɒlsɪfɪkˈeɪʃənz/	falsifications
/fˈɒlsɪfˌaɪd/	falsified
/fˈɒlsɪfˌaɪz/	falsifies
/fˈɒlsɪfˌaɪ/	falsify
/fˈɒlsɪfˌaɪɪŋ/	falsifying
/fˈɒlsɪti/	falsity
/fˈɒltəd/	faltered
/fˈɒltɐ/	falter
/fˈɒltəɹɪŋ/	faltering
/fˈɒltəɹɪŋli/	falteringly
/fˈɒltəz/	falters
/fˈeɪmd/	famed
/fˈeɪm/	fame
/fæmˈɪlɪəl/	familial
/fəmˈɪliə/	familiar
/fəmˌɪliəɹaɪzˈeɪʃən/	familiarisation
/fəmˈɪliəɹˌaɪzd/	familiarised
/fəmˈɪliəɹˌaɪz/	familiarise
/fəmˈɪliəɹˌaɪzɪz/	familiarises
/fəmˈɪliəɹˌaɪzɪŋ/	familiarising
/fəmˌɪlɪˈæɹɪti/	familiarity
/fəmˈɪliəli/	familiarly
/fəmˈɪliəz/	familiars
/fˈæmɪlɪz/	families
/fˈæmɪli/	family
/fˈæmɪn/	famine
/fˈæmɪnz/	famines
/fˈæmɪʃt/	famished
/fˈeɪməs/	famous
/fˈeɪməsli/	famously
/fɐnˈætɪkəl/	fanatical
/fɐnˈætɪkli/	fanatically
/fɐnˈætɪk/	fanatic
/fɐnˈætɪsˌɪzəm/	fanaticism
/fɐnˈætɪks/	fanatics
/fˈænʃiəbəl/	fanciable
/fˈænsɪd/	fancied
/fˈænsɪɐ/	fancier
/fˈænsiəz/	fanciers
/fˈænsɪz/	fancies
/fˈænsɪəst/	fanciest
/fˈænsɪfəl/	fanciful
/fˈænsɪfəli/	fancifully
/fˈænsɪnˌɛs/	fanciness
/fˈænsi/	fancy
/fˈænsɪɪŋ/	fancying
/fændˈæŋɡəʊ/	fandango
/fˈændəm/	fandom
/fˈeɪn/	fane
/fˈæn/	fan
/fˈænfeə/	fanfare
/fˈænfeəz/	fanfares
/fˈæŋd/	fanged
/fˈæŋ/	fang
/fˈæŋz/	fangs
/fˈænlaɪt/	fanlight
/fˈænd/	fanned
/fˈænɪz/	fannies
/fˈænɪŋ/	fanning
/fˈæni/	fanny
/fˈænɒn/	fanon
/fˈænz/	fans
/fˈɑːnteɪld/	fantailed
/fˈɑːnteɪl/	fantail
/fˈɑːnteɪlz/	fantails
/fɑːntˈeɪziə/	fantasia
/fˈɑːntəsiz/	fantasies
/fˈɑːntɐsˌaɪzd/	fantasised
/fˈɑːntɐsˌaɪz/	fantasise
/fˈɑːntɐsˌaɪzɪz/	fantasises
/fˈɑːntɐsˌaɪzɪŋ/	fantasising
/fˈɑːntɐsˌɪst/	fantasist
/fˈɑːntɐsˌɪsts/	fantasists
/fˈɑːntæst/	fantast
/fɑːntˈæstɪkəl/	fantastical
/fɑːntˈæstɪkli/	fantastically
/fɑːntˈæstɪk/	fantastic
/fˈɑːntəsi/	fantasy
/fˈænziːn/	fanzine
/fˈænziːnz/	fanzines
/fˈæɹæd/	farad
/fˈæɹɐndˌəʊlz/	farandoles
/fˌɑːɹəwˈeɪ/	faraway
/fˈɑːs/	farce
/fˈɑːsɪz/	farces
/fˈɑːsɪkəl/	farcical
/fˈɑːsɪkli/	farcically
/fˈɑːsaɪ/	farci
/fˈɑːdəl/	fardel
/fˈɑːdəlz/	fardels
/fˈɑːd/	fard
/fˈeəd/	fared
/fˈeə/	fare
/fˈeəɹɐ/	farer
/fˈeəz/	fares
/feəwˈɛl/	farewell
/feəwˈɛlz/	farewells
/fˈɑː/	far
/fˈɑːfɛtʃt/	farfetched
/fɑːɹˈiːnɐ/	farina
/fˈeəɹɪŋ/	faring
/fˈɑːl/	farl
/fˈɑːmd/	farmed
/fˈɑːmɐ/	farmer
/fˈɑːməz/	farmers
/fˈɑːm/	farm
/fˈɑːmhænd/	farmhand
/fˈɑːmhændz/	farmhands
/fˈɑːmhaʊs/	farmhouse
/fˈɑːmhaʊzɪz/	farmhouses
/fˈɑːmɪŋ/	farming
/fˈɑːmlənd/	farmland
/fˈɑːmləndz/	farmlands
/fˈɑːmz/	farms
/fˈɑːmstɛd/	farmstead
/fˈɑːmstɛdz/	farmsteads
/fˈɑːmjɑːd/	farmyard
/fˈɑːmjɑːdz/	farmyards
/fˈæɹəʊ/	faro
/fˈæɹaʊtʃ/	farouche
/fæɹˈeɪɡəʊ/	farrago
/fˈæɹɪɐ/	farrier
/fˈæɹiəz/	farriers
/fˈæɹɪəɹi/	farriery
/fˈæɹəʊd/	farrowed
/fˈæɹəʊ/	farrow
/fˈæɹəʊɪŋ/	farrowing
/fˈæɹəʊz/	farrows
/fˈɑːsaɪtɪd/	farsighted
/fˈɑːtɪd/	farted
/fˈɑːt/	fart
/fˈɑːðɐ/	farther
/fˈɑːðəst/	farthest
/fˈɑːθɪŋɡˌeɪlz/	farthingales
/fˈɑːθɪŋ/	farthing
/fˈɑːθɪŋz/	farthings
/fˈɑːtɪŋ/	farting
/fˈɑːts/	farts
/fˈæsɪz/	fasces
/fˈeɪʃiɐ/	fascia
/fˈeɪʃiəz/	fascias
/fˈæsɪnˌeɪtɪd/	fascinated
/fˈæsɪnˌeɪt/	fascinate
/fˈæsɪnˌeɪts/	fascinates
/fˈæsɪnˌeɪtɪŋ/	fascinating
/fˈæsɪnˌeɪtɪŋli/	fascinatingly
/fˌæsɪnˈeɪʃən/	fascination
/fˌæsɪnˈeɪʃənz/	fascinations
/fˈæsɪnˌeɪtɐ/	fascinator
/fˈæʃɪzəm/	fascism
/fˈæʃɪst/	fascist
/fæʃˈɪstɪk/	fascistic
/fˈæʃɪsts/	fascists
/fˈæʃ/	fash
/fˈæʃənəbəl/	fashionable
/fˈæʃənəbli/	fashionably
/fˈæʃənd/	fashioned
/fˈæʃən/	fashion
/fˈæʃənɪŋ/	fashioning
/fˈæʃənz/	fashions
/fˈɑːstbæk/	fastback
/fˈɑːstbɔːl/	fastball
/fˈɑːstɪd/	fasted
/fˈɑːsənd/	fastened
/fˈɑːstənɐ/	fastener
/fˈɑːstənəz/	fasteners
/fˈɑːsən/	fasten
/fˈɑːsənɪŋ/	fastening
/fˈɑːsənɪŋz/	fastenings
/fˈɑːsənz/	fastens
/fˈɑːstɐ/	faster
/fˈɑːstəst/	fastest
/fˈɑːst/	fast
/fɑːstˈɪdɪəs/	fastidious
/fɑːstˈɪdɪəsli/	fastidiously
/fɑːstˈɪdɪəsnəs/	fastidiousness
/fˈɑːstɪŋ/	fasting
/fˈɑːstnəsɪz/	fastnesses
/fˈɑːstnəs/	fastness
/fˈɑːsts/	fasts
/fˈeɪtəl/	fatal
/fˈeɪtəlˌɪzəm/	fatalism
/fˈeɪtəlˌɪst/	fatalist
/fˌeɪtəlˈɪstɪk/	fatalistic
/feɪtˈælɪtiz/	fatalities
/feɪtˈælɪti/	fatality
/fˈeɪtəli/	fatally
/fˈætbæk/	fatback
/fˈeɪtɪd/	fated
/fˈeɪt/	fate
/fˈeɪtfəl/	fateful
/fˈeɪtfəli/	fatefully
/fˈeɪts/	fates
/fˈæt/	fat
/fˈæthɛd/	fathead
/fˈæthɛdz/	fatheads
/fˈɑːðəd/	fathered
/fˈɑːðɐ/	father
/fˈɑːðəhˌʊd/	fatherhood
/fˈɑːðəɹɪŋ/	fathering
/fˈɑːðələnd/	fatherland
/fˈɑːðələs/	fatherless
/fˈɑːðələsnəs/	fatherlessness
/fˈɑːðəli/	fatherly
/fˈɑːðəz/	fathers
/fˈæðəmd/	fathomed
/fˈæðəm/	fathom
/fˈæðəmɪŋ/	fathoming
/fˈæðəmləs/	fathomless
/fˈæðəmz/	fathoms
/fɐtˈiːɡd/	fatigued
/fɐtˈiːɡ/	fatigue
/fɐtˈiːɡz/	fatigues
/fɐtˈiːɡɪŋ/	fatiguing
/fˈætləs/	fatless
/fˈætli/	fatly
/fˈætnəs/	fatness
/fˈæts/	fats
/fˈætsəʊ/	fatso
/fˈætsəʊz/	fatsos
/fˈætɪd/	fatted
/fˈætənd/	fattened
/fˈætən/	fatten
/fˈætənɪŋ/	fattening
/fˈætənz/	fattens
/fˈætɐ/	fatter
/fˈætəst/	fattest
/fˈætɪɐ/	fattier
/fˈætɪz/	fatties
/fˈætɪəst/	fattiest
/fˈætɪnəs/	fattiness
/fˈætɪʃ/	fattish
/fˈæti/	fatty
/fˈætʃuːəs/	fatuous
/fˈætʃuːəsnəs/	fatuousness
/fˈætwɐ/	fatwa
/fˈætwəz/	fatwas
/fˈɔːsɪt/	faucet
/fˈɔːsɪts/	faucets
/fˈɒltɪd/	faulted
/fˈɒlt/	fault
/fˈɒltɪŋ/	faulting
/fˈɒltləs/	faultless
/fˈɒltləsli/	faultlessly
/fˈɒlts/	faults
/fˈɒlti/	faulty
/fˈɔːnɐ/	fauna
/fˈɔːn/	faun
/fˈɔːnz/	fauns
/fˈəʊv/	fauve
/fˈəʊvɪzəm/	fauvism
/fˈəʊvɪst/	fauvist
/fˈəʊ/	faux
/fˈeɪv/	fave
/fˈeɪvz/	faves
/fˈeɪvəɹəbəl/	favorable
/fˈeɪvɐ/	favor
/fˈeɪvəɹɪt/	favorite
/fˈeɪvəɹɪts/	favorites
/fˈeɪvəɹɪtˌɪzəm/	favoritism
/fˈeɪvəɹəbəl/	favourable
/fˈeɪvəɹəbli/	favourably
/fˈeɪvəd/	favoured
/fˈeɪvɐ/	favour
/fˈeɪvɜːɹɪŋ/	favouring
/fˈeɪvɹɪt/	favourite
/fˈeɪvɹɪts/	favourites
/fˈeɪvəɹˌɪtɪzəm/	favouritism
/fˈeɪvəz/	favours
/fˈɔːnd/	fawned
/fˈɔːn/	fawn
/fˈɔːnɪŋ/	fawning
/fˈɔːnz/	fawns
/fˈækst/	faxed
/fˈæksɪz/	faxes
/fˈæks/	fax
/fˈæksɪŋ/	faxing
/fˈeɪ/	fay
/fˈeɪɐ/	fayre
/fˈeɪzd/	fazed
/fˈeɪz/	faze
/fˈeɪzɪz/	fazes
/fˈeɪzɪŋ/	fazing
/fˈiːlti/	fealty
/fˈiəd/	feared
/fˈiə/	fear
/fˈiəfəl/	fearful
/fˈiəfəli/	fearfully
/fˈiəfəlnəs/	fearfulness
/fˈiəɹɪŋ/	fearing
/fˈiələs/	fearless
/fˈiələsli/	fearlessly
/fˈiələsnəs/	fearlessness
/fˈiəz/	fears
/fˈiəsʌm/	fearsome
/fˈiəsʌmli/	fearsomely
/fˌiːzəbˈɪlɪti/	feasibility
/fˈiːzəbəl/	feasible
/fˈiːzəbli/	feasibly
/fˈiːstɪd/	feasted
/fˈiːst/	feast
/fˈiːstɪŋ/	feasting
/fˈiːsts/	feasts
/fˈiːt/	feat
/fˈɛðəbˌɛd/	featherbed
/fˈɛðəbɹˌeɪn/	featherbrain
/fˈɛðəd/	feathered
/fˈɛðɐ/	feather
/fˈɛðəhˌɛd/	featherhead
/fˈɛðəɹɪŋ/	feathering
/fˈɛðələs/	featherless
/fˈɛðəlˌaɪt/	featherlight
/fˈɛðəz/	feathers
/fˈɛðəwˌeɪt/	featherweight
/fˈɛðəwˌeɪts/	featherweights
/fˈɛðəɹi/	feathery
/fˈiːts/	feats
/fˈiːtʃəd/	featured
/fˈiːtʃɐ/	feature
/fˈiːtʃələs/	featureless
/fˈiːtʃəz/	features
/fˈiːtʃəɹɪŋ/	featuring
/fˈɛbɹaɪl/	febrile
/fˈɛsɪt/	fecit
/fˈɛk/	feck
/fˈɛkləs/	feckless
/fˈɛkləsnəs/	fecklessness
/fˈɛkʌnd/	fecund
/fɛkˈʌndɪti/	fecundity
/fˈɛdəɹəl/	federal
/fˈɛdəɹəlˌaɪzɪŋ/	federalising
/fˈɛdəɹəlˌɪzəm/	federalism
/fˈɛdəɹəlˌɪst/	federalist
/fˈɛdəɹəlˌɪsts/	federalists
/fˈɛdəɹəli/	federally
/fˈɛdəɹəlz/	federals
/fˈɛdəɹˌeɪtɪd/	federated
/fˈɛdəɹət/	federate
/fˌɛdəɹˈeɪʃən/	federation
/fˌɛdəɹˈeɪʃənz/	federations
/fˈɛd/	fed
/fɪdˈɔːɹɐ/	fedora
/fˈɛdz/	feds
/fˈiːbəl/	feeble
/fˈiːbəlnəs/	feebleness
/fˈiːbləst/	feeblest
/fˈiːbli/	feebly
/fˈiːdbæk/	feedback
/fˈiːdbæɡ/	feedbag
/fˈiːdɐ/	feeder
/fˈiːdəz/	feeders
/fˈiːd/	feed
/fˈiːdɪŋ/	feeding
/fˈiːdɪŋz/	feedings
/fˈiːdz/	feeds
/fˈiːdstʌfs/	feedstuffs
/fˈiː/	fee
/fˈiːlɐ/	feeler
/fˈiːləz/	feelers
/fˈiːl/	feel
/fˈiːlɡʊd/	feelgood
/fˈiːlɪŋ/	feeling
/fˈiːlɪŋli/	feelingly
/fˈiːlɪŋz/	feelings
/fˈiːlz/	feels
/fˈiːz/	fees
/fˈiːt/	feet
/ˈɛf/	f
/fˈeɪnd/	feigned
/fˈeɪn/	feign
/fˈeɪnɪŋ/	feigning
/fˈeɪnz/	feigns
/fˈeɪnt/	feint
/fˈeɪntɪŋ/	feinting
/fˈaɪstiɐ/	feistier
/fˈaɪstiəst/	feistiest
/fˈaɪstinəs/	feistiness
/fˈaɪsti/	feisty
/fˈɛldspɑː/	feldspar
/fˌɛlɪsɪtˈeɪʃənz/	felicitations
/fɛlˈɪsɪtəs/	felicitous
/fɛlˈɪsɪtəsli/	felicitously
/fɛlˈɪsɪti/	felicity
/fˈiːlaɪn/	feline
/fˈiːlaɪnz/	felines
/fˈɛlɐ/	fella
/fˈɛlɐ/	fellah
/fˈɛləz/	fellas
/fɛlˈeɪʃɪˌəʊ/	fellatio
/fˈɛld/	felled
/fˈɛlɐ/	feller
/fˈɛləz/	fellers
/fˈɛl/	fell
/fˈɛlɪŋ/	felling
/fˈɛləʊ/	fellow
/fˈɛləʊz/	fellows
/fˈɛləʊʃˌɪp/	fellowship
/fˈɛləʊʃˌɪps/	fellowships
/fˈɛlz/	fells
/fˈɛlən/	felon
/fˈɛlənɪz/	felonies
/fɛlˈəʊnɪəs/	felonious
/fˈɛlənz/	felons
/fˈɛləni/	felony
/fˈɛltɪd/	felted
/fˈɛlt/	felt
/fˈɛltɪŋ/	felting
/fˈɛlts/	felts
/fˈɛlʌkɐ/	felucca
/fˈiːmeɪl/	female
/fˈiːmeɪlnəs/	femaleness
/fˈiːmeɪlz/	females
/fˈɛmənˌɪn/	feminine
/fˌɛmɪnˈɪnɪti/	femininity
/fˌɛmɪnaɪzˈeɪʃən/	feminisation
/fˈɛmɪnˌaɪzd/	feminised
/fˈɛmɪnˌaɪz/	feminise
/fˈɛmɪnˌaɪzɪŋ/	feminising
/fˈɛmɪnˌɪzəm/	feminism
/fˈɛmɪnˌɪst/	feminist
/fˈɛmɪnˌɪsts/	feminists
/fˈɛm/	femme
/fˈɛmɔːɹɐ/	femora
/fˈɛməɹəl/	femoral
/fˈiːmɐ/	femur
/fˈiːməz/	femurs
/fˈɛnst/	fenced
/fˈɛns/	fence
/fˈɛnsɐ/	fencer
/fˈɛnsəz/	fencers
/fˈɛnsɪz/	fences
/fˈɛnsɪŋ/	fencing
/fˈɛndɪd/	fended
/fˈɛndɐ/	fender
/fˈɛndəz/	fenders
/fˈɛnd/	fend
/fˈɛndɪŋ/	fending
/fˈɛndz/	fends
/fˈɛnɛstɹɐ/	fenestra
/fˌɛnɪstɹˈeɪʃən/	fenestration
/fˈɛnlənd/	fenland
/fˈɛnɛk/	fennec
/fˈɛnəl/	fennel
/fˈɛni/	fenny
/fˈɛnz/	fens
/fˈɛnəɡɹˌiːk/	fenugreek
/fˈɛɹəl/	feral
/fˈɜː/	fer
/fˈiəɹɪɐ/	feria
/fˈiəɹɪəl/	ferial
/fɜːmɪntˈeɪʃən/	fermentation
/fɜːmˈɛntɪd/	fermented
/fɜːmˈɛntɪŋ/	fermenting
/fˈɜːmi/	fermi
/fˈɜːmiənz/	fermions
/fˈɜːmiəm/	fermium
/fˈɜːnəɹi/	fernery
/fˈɜːn/	fern
/fˈɜːnz/	ferns
/fˈɜːni/	ferny
/fəɹˈəʊʃəs/	ferocious
/fəɹˈəʊʃəsli/	ferociously
/fəɹˈɒsɪti/	ferocity
/fˈɛɹɪtɪd/	ferreted
/fˈɛɹɪt/	ferret
/fˈɛɹɪtɪŋ/	ferreting
/fˈɛɹɪts/	ferrets
/fˈɛɹɪk/	ferric
/fˈɛɹɪd/	ferried
/fˈɛɹɪz/	ferries
/fˈɛɹaɪt/	ferrite
/fˈɛɹɪtˌɪn/	ferritin
/fˌɛɹəmɐɡnˈɛtɪk/	ferromagnetic
/fˈɛɹəs/	ferrous
/fˈɛɹuːl/	ferrule
/fˈɛɹuːlz/	ferrules
/fˈɛɹɪbˌəʊt/	ferryboat
/fˈɛɹi/	ferry
/fˈɛɹɪɪŋ/	ferrying
/fˈɛɹɪmən/	ferryman
/fˈɛɹɪmˌɛn/	ferrymen
/fˈɜːtaɪl/	fertile
/fˌɜːtɪlaɪzˈeɪʃən/	fertilisation
/fˈɜːtəlˌaɪzd/	fertilised
/fˈɜːtəlˌaɪz/	fertilise
/fˈɜːtəlˌaɪzɐ/	fertiliser
/fˈɜːtəlˌaɪzəz/	fertilisers
/fˈɜːtəlˌaɪzɪz/	fertilises
/fˈɜːtəlˌaɪzɪŋ/	fertilising
/fɜːtˈɪlɪti/	fertility
/fˈɜːvənt/	fervent
/fˈɜːvəntli/	fervently
/fˈɜːvɐ/	fervour
/fˈɛskjuː/	fescue
